Rpm,Vibration,Temperature,Pressure,Condition,Reason
732,3950,72,48,Bad,High Pressure and High Vibration
4006,2834,35,86,Bad,High Pressure and High Vibration
13764,4698,55,69,Bad,High Pressure and High Vibration
2956,3382,70,45,Bad,High Pressure and High Vibration
13970,3995,73,129,Bad,High Pressure and High Vibration
19552,4263,69,77,Bad,High Pressure and High Vibration
15044,563,22,90,Bad,High pressure
16423,4548,-6,49,Bad,High Pressure and High Vibration
10236,4106,-2,71,Bad,High Pressure and High Vibration
15166,2792,9,116,Bad,High Pressure and High Vibration
17907,3299,8,129,Bad,High Pressure and High Vibration
236,1460,114,41,Bad,High Pressure and High Vibration
10733,1148,6,35,Bad,Tyre wearout and Engine Failure
810,791,17,112,Bad,High pressure
14742,4137,-40,125,Bad,High Pressure and High Vibration
7756,2716,-13,86,Bad,High Pressure and High Vibration
17959,3846,101,85,Bad,Your tyre is completely in bad condition
6838,3991,-16,34,Bad,High vibration
5448,319,35,69,Bad,High pressure
7160,1252,35,92,Bad,High Pressure and High Vibration
7565,2184,117,60,Bad,High Pressure and High Vibration
4282,4732,56,129,Bad,High Pressure and High Vibration
4157,1419,66,72,Bad,High Pressure and High Vibration
2324,1049,23,116,Bad,High Pressure and High Vibration
15300,1625,49,121,Bad,High Pressure and High Vibration
2222,1942,-11,76,Bad,High Pressure and High Vibration
7181,1096,94,86,Bad,High Pressure and High Vibration
14768,2459,33,124,Bad,High Pressure and High Vibration
7093,1018,-17,70,Bad,High Pressure and High Vibration
8603,1278,5,103,Bad,High Pressure and High Vibration
9614,2786,-37,34,Bad,High vibration
3266,3381,-30,35,Bad,Tyre Bursting
17252,4915,102,104,Bad,Your tyre is completely in bad condition
19625,3600,82,100,Bad,High Pressure and High Vibration
17046,4292,-26,107,Bad,High Pressure and High Vibration
8553,3677,-34,79,Bad,High Pressure and High Vibration
9027,1058,-25,61,Bad,High Pressure and High Vibration
6932,3620,8,69,Bad,High Pressure and High Vibration
8987,1932,50,102,Bad,High Pressure and High Vibration
5069,3362,52,50,Bad,High Pressure and High Vibration
4988,1481,-24,31,Bad,Tyre Bursting
8571,76,-32,53,Bad,High pressure
18770,582,82,86,Bad,High pressure
9130,650,27,110,Bad,High pressure
12367,508,58,106,Bad,High pressure
19653,4285,57,128,Bad,High Pressure and High Vibration
7431,620,35,131,Bad,High pressure
8594,4514,44,104,Bad,High Pressure and High Vibration
17210,2075,62,21,Bad,Tyre wearout and Engine Failure
14143,93,-6,32,Bad,High rpm
10764,3152,21,23,Bad,Tyre wearout and Engine Failure
15326,611,64,93,Bad,High pressure
19735,4353,88,106,Bad,High Pressure and High Vibration
944,4058,27,94,Bad,High Pressure and High Vibration
15800,2165,-27,105,Bad,High Pressure and High Vibration
6460,24,76,20,Bad,Low pressure
4652,2808,104,17,Bad,Tyre Bursting
5996,1952,17,27,Bad,Low pressure
15654,3977,-13,23,Bad,Tyre wearout and Engine Failure
18019,3353,35,63,Bad,High Pressure and High Vibration
17465,4212,120,19,Bad,Tyre wearout and Engine Failure
9132,650,-30,51,Bad,High pressure
17887,319,69,69,Bad,High pressure
19254,404,26,53,Bad,High pressure
17762,3507,14,102,Bad,High Pressure and High Vibration
719,3729,14,27,Bad,Low pressure
566,280,59,40,Bad,High pressure
14963,4329,1,55,Bad,High Pressure and High Vibration
4412,3683,-33,93,Bad,High Pressure and High Vibration
3577,1978,111,70,Bad,High Pressure and High Vibration
18213,4668,91,97,Bad,Your tyre is completely in bad condition
390,1776,23,124,Bad,High Pressure and High Vibration
12337,2878,104,43,Bad,Your tyre is completely in bad condition
519,3848,39,29,Bad,Low rpm
10226,3137,31,87,Bad,High Pressure and High Vibration
3264,125,46,28,Bad,Low rpm
8339,148,85,45,Bad,High pressure
17479,1004,-22,38,Bad,High Pressure and High Vibration
13865,4376,14,70,Bad,High Pressure and High Vibration
8602,68,21,108,Bad,High pressure
19618,1107,37,36,Bad,High Pressure and High Vibration
7102,1390,53,87,Bad,High Pressure and High Vibration
9485,4788,116,29,Bad,Tyre Bursting
6375,1785,14,117,Bad,High Pressure and High Vibration
15532,4781,-17,57,Bad,High Pressure and High Vibration
8452,3604,54,57,Bad,High Pressure and High Vibration
5740,2569,-15,61,Bad,High Pressure and High Vibration
6517,3063,114,51,Bad,High Pressure and High Vibration
8105,4018,-19,127,Bad,High Pressure and High Vibration
12812,2735,79,116,Bad,High Pressure and High Vibration
19550,3463,119,116,Bad,Your tyre is completely in bad condition
14019,3765,61,66,Bad,High Pressure and High Vibration
10117,1499,121,122,Bad,Your tyre is completely in bad condition
15478,2174,73,105,Bad,High Pressure and High Vibration
11554,4943,24,76,Bad,High Pressure and High Vibration
9936,698,96,66,Bad,Tyre Bursting
2126,4714,76,63,Bad,High Pressure and High Vibration
12609,3653,-39,94,Bad,High Pressure and High Vibration
17116,373,39,121,Bad,High pressure
14476,3326,30,47,Bad,High Pressure and High Vibration
5080,3572,-12,16,Bad,Tyre blowout
15217,2250,3,95,Bad,High Pressure and High Vibration
17008,4962,17,70,Bad,High Pressure and High Vibration
17393,1165,31,101,Bad,High Pressure and High Vibration
13459,4458,5,94,Bad,High Pressure and High Vibration
12991,3801,105,67,Bad,Your tyre is completely in bad condition
14817,3066,-15,95,Bad,High Pressure and High Vibration
18198,2175,62,110,Bad,High Pressure and High Vibration
13145,1952,46,74,Bad,High Pressure and High Vibration
19073,4095,17,72,Bad,High Pressure and High Vibration
13315,2812,115,80,Bad,Your tyre is completely in bad condition
16059,846,97,94,Bad,RPM and Temperature are high
10758,3674,48,36,Bad,High Pressure and High Vibration
15977,4026,77,122,Bad,High Pressure and High Vibration
9680,3132,3,45,Bad,High Pressure and High Vibration
15707,4215,-28,102,Bad,High Pressure and High Vibration
15009,3729,49,26,Bad,Tyre wearout and Engine Failure
4866,3933,40,118,Bad,High Pressure and High Vibration
16219,2767,121,39,Bad,Your tyre is completely in bad condition
14704,379,65,17,Bad,Low pressure
18901,1331,60,80,Bad,High Pressure and High Vibration
6794,3315,81,30,Bad,High vibration
5534,849,18,118,Bad,High pressure
17322,2739,105,107,Bad,Your tyre is completely in bad condition
2037,2712,22,17,Bad,Low pressure
10457,3098,11,126,Bad,High Pressure and High Vibration
14185,4247,1,87,Bad,High Pressure and High Vibration
19889,4788,71,96,Bad,High Pressure and High Vibration
15430,976,96,128,Bad,RPM and Temperature are high
6176,2571,73,106,Bad,High Pressure and High Vibration
4611,2899,33,25,Bad,Low pressure
16423,4738,72,88,Bad,High Pressure and High Vibration
11630,1854,1,65,Bad,High Pressure and High Vibration
17648,3145,42,119,Bad,High Pressure and High Vibration
11435,456,85,40,Bad,High pressure
10995,2620,80,117,Bad,High Pressure and High Vibration
13372,4962,101,26,Bad,Tyre wearout and Engine Failure
15593,2147,64,73,Bad,High Pressure and High Vibration
16415,3113,94,124,Bad,Your tyre is completely in bad condition
946,2420,-34,23,Bad,"Due to lower values, tyre is in bad condition"
6096,3907,31,15,Bad,Low pressure
11067,867,106,55,Bad,RPM and Temperature are high
3230,3,52,86,Bad,High pressure
15558,3352,45,78,Bad,High Pressure and High Vibration
3873,2194,-27,42,Bad,High Pressure and High Vibration
16251,2230,120,84,Bad,Your tyre is completely in bad condition
10492,3731,-26,83,Bad,High Pressure and High Vibration
10214,1533,3,53,Bad,High Pressure and High Vibration
9803,484,104,59,Bad,Tyre Bursting
6120,3235,-14,117,Bad,High Pressure and High Vibration
4681,4531,-1,36,Bad,High Pressure and High Vibration
5766,495,101,103,Bad,Tyre Bursting
87,311,-21,61,Bad,Tyre Bursting
16853,3550,118,45,Bad,Your tyre is completely in bad condition
6481,918,73,113,Bad,High pressure
12611,3384,85,46,Bad,High Pressure and High Vibration
12814,3993,46,22,Bad,Tyre wearout and Engine Failure
9038,4968,109,19,Bad,Tyre Bursting
7330,4486,-21,43,Bad,High Pressure and High Vibration
4104,4158,9,52,Bad,High Pressure and High Vibration
19017,1894,-34,110,Bad,High Pressure and High Vibration
1627,740,93,25,Bad,Low pressure
1642,3584,99,47,Bad,High Pressure and High Vibration
17443,3829,61,25,Bad,Tyre wearout and Engine Failure
12120,3568,25,34,Bad,Tyre wearout and Engine Failure
12151,4034,121,18,Bad,Tyre wearout and Engine Failure
3766,1998,50,47,Bad,High Pressure and High Vibration
14314,4314,110,87,Bad,Your tyre is completely in bad condition
10833,2742,69,54,Bad,High Pressure and High Vibration
8934,4241,95,80,Bad,High Pressure and High Vibration
810,3956,77,102,Bad,High Pressure and High Vibration
17908,2991,17,48,Bad,High Pressure and High Vibration
11314,961,6,24,Bad,Tyre blowout
13261,3573,97,105,Bad,Your tyre is completely in bad condition
15329,3804,66,40,Bad,High Pressure and High Vibration
11102,3775,54,78,Bad,High Pressure and High Vibration
17495,4891,12,76,Bad,High Pressure and High Vibration
9510,312,-32,109,Bad,High pressure
19988,1358,87,77,Bad,High Pressure and High Vibration
4434,2139,12,131,Bad,High Pressure and High Vibration
6677,2134,28,113,Bad,High Pressure and High Vibration
4115,2932,5,127,Bad,High Pressure and High Vibration
4267,1909,93,90,Bad,High Pressure and High Vibration
12945,681,87,81,Bad,High pressure
4703,326,-23,96,Bad,Tyre Bursting
685,4215,89,57,Bad,High Pressure and High Vibration
12159,2068,105,97,Bad,Your tyre is completely in bad condition
14620,675,23,99,Bad,High pressure
13381,3245,-18,97,Bad,High Pressure and High Vibration
7237,4712,99,129,Bad,High Pressure and High Vibration
11863,4102,42,73,Bad,High Pressure and High Vibration
13046,4364,8,24,Bad,Tyre wearout and Engine Failure
17385,1654,45,76,Bad,High Pressure and High Vibration
1424,4729,78,45,Bad,High Pressure and High Vibration
1130,1457,89,57,Bad,High Pressure and High Vibration
10311,1768,59,34,Bad,Tyre wearout and Engine Failure
14246,4828,53,52,Bad,High Pressure and High Vibration
8316,2988,104,30,Bad,Tyre Bursting
10519,1548,13,63,Bad,High Pressure and High Vibration
9269,4618,15,19,Bad,Low pressure
6307,2955,-24,27,Bad,Tyre blowout
4891,4911,106,108,Bad,High Pressure and High Vibration
4697,2366,90,40,Bad,High Pressure and High Vibration
9036,2105,8,96,Bad,High Pressure and High Vibration
3700,3122,-34,95,Bad,High Pressure and High Vibration
18160,3866,119,25,Bad,Tyre wearout and Engine Failure
2353,627,49,28,Bad,Low rpm
1808,2437,92,118,Bad,High Pressure and High Vibration
13268,4338,54,23,Bad,Tyre wearout and Engine Failure
19534,3380,20,106,Bad,High Pressure and High Vibration
12659,1419,-17,38,Bad,High Pressure and High Vibration
15121,4247,-22,82,Bad,High Pressure and High Vibration
6522,1680,72,26,Bad,Low pressure
5497,4701,111,24,Bad,Tyre Bursting
3561,3741,-18,97,Bad,High Pressure and High Vibration
13630,4384,115,113,Bad,Your tyre is completely in bad condition
6011,1902,-37,44,Bad,High Pressure and High Vibration
12897,3647,-10,16,Bad,Tyre wearout and Engine Failure
13350,3161,95,59,Bad,Your tyre is completely in bad condition
6334,3775,58,104,Bad,High Pressure and High Vibration
13224,3526,-4,24,Bad,Tyre wearout and Engine Failure
4431,2279,-24,37,Bad,High Pressure and High Vibration
14096,3937,43,36,Bad,High Pressure and High Vibration
14418,1633,65,54,Bad,High Pressure and High Vibration
6995,1795,82,71,Bad,High Pressure and High Vibration
10006,2111,-1,33,Bad,Tyre wearout and Engine Failure
9027,4273,41,123,Bad,High Pressure and High Vibration
462,665,94,58,Bad,Tyre Bursting
15896,2276,62,67,Bad,High Pressure and High Vibration
12357,4556,55,82,Bad,High Pressure and High Vibration
8990,4461,2,89,Bad,High Pressure and High Vibration
12599,3339,69,58,Bad,High Pressure and High Vibration
3394,2262,60,28,Bad,Low rpm
10385,4585,119,122,Bad,Your tyre is completely in bad condition
11589,4547,53,78,Bad,High Pressure and High Vibration
3226,3990,-17,47,Bad,High Pressure and High Vibration
19976,1918,118,84,Bad,Your tyre is completely in bad condition
18835,3995,106,18,Bad,Tyre wearout and Engine Failure
4889,1651,-35,76,Bad,High Pressure and High Vibration
15670,4709,-15,94,Bad,High Pressure and High Vibration
17812,4934,5,83,Bad,High Pressure and High Vibration
4080,3037,6,36,Bad,High Pressure and High Vibration
9505,1564,61,65,Bad,High Pressure and High Vibration
19987,1034,1,112,Bad,High Pressure and High Vibration
18111,2922,-28,55,Bad,High Pressure and High Vibration
3108,1692,55,88,Bad,High Pressure and High Vibration
11850,4974,-9,116,Bad,High Pressure and High Vibration
9167,4130,-34,29,Bad,High vibration
15167,225,38,95,Bad,High pressure
12270,1693,-1,75,Bad,High Pressure and High Vibration
17477,3819,53,126,Bad,High Pressure and High Vibration
4439,2784,-8,58,Bad,High Pressure and High Vibration
17761,2870,50,74,Bad,High Pressure and High Vibration
11636,244,69,50,Bad,High pressure
12971,1491,-8,42,Bad,High Pressure and High Vibration
15536,898,25,52,Bad,High pressure
7192,3745,-29,119,Bad,High Pressure and High Vibration
13474,1074,6,34,Bad,Tyre wearout and Engine Failure
5902,4051,-27,67,Bad,High Pressure and High Vibration
13638,4210,72,41,Bad,High Pressure and High Vibration
19328,1095,116,121,Bad,Your tyre is completely in bad condition
9956,2378,-7,85,Bad,High Pressure and High Vibration
15145,794,46,89,Bad,High pressure
2511,1266,79,21,Bad,Low pressure
16593,1301,34,99,Bad,High Pressure and High Vibration
3209,4599,-4,61,Bad,High Pressure and High Vibration
18527,4822,85,108,Bad,High Pressure and High Vibration
6394,393,-22,127,Bad,High pressure
15076,3697,60,47,Bad,High Pressure and High Vibration
6969,2828,-18,22,Bad,Tyre blowout
11321,2907,16,104,Bad,High Pressure and High Vibration
15097,3606,15,44,Bad,High Pressure and High Vibration
7883,3734,5,102,Bad,High Pressure and High Vibration
18848,2423,48,63,Bad,High Pressure and High Vibration
9837,4290,54,26,Bad,Low pressure
16078,4617,-36,68,Bad,High Pressure and High Vibration
648,1612,42,57,Bad,High Pressure and High Vibration
7603,4178,25,65,Bad,High Pressure and High Vibration
4985,4704,118,119,Bad,High Pressure and High Vibration
7487,3178,47,108,Bad,High Pressure and High Vibration
4877,2635,11,16,Bad,Low pressure
1465,292,39,39,Bad,High pressure
3667,4205,-4,126,Bad,High Pressure and High Vibration
7326,490,91,118,Bad,Tyre Bursting
10939,1479,33,98,Bad,High Pressure and High Vibration
13651,1734,81,71,Bad,High Pressure and High Vibration
10796,2939,33,14,Bad,Tyre wearout and Engine Failure
6149,4878,77,83,Bad,High Pressure and High Vibration
7641,4970,35,64,Bad,High Pressure and High Vibration
2262,2840,-19,47,Bad,High Pressure and High Vibration
11090,1361,37,96,Bad,High Pressure and High Vibration
9230,4851,-26,42,Bad,High Pressure and High Vibration
444,1572,19,55,Bad,High Pressure and High Vibration
5363,942,98,30,Bad,High Temperature
3558,634,57,116,Bad,High pressure
8990,1464,113,65,Bad,High Pressure and High Vibration
8123,4911,37,25,Bad,Low pressure
4367,751,96,44,Bad,Tyre Bursting
10594,911,53,108,Bad,High pressure
13363,4038,14,23,Bad,Tyre wearout and Engine Failure
11022,2213,103,22,Bad,Tyre wearout and Engine Failure
5713,4474,111,110,Bad,High Pressure and High Vibration
9560,3661,84,131,Bad,High Pressure and High Vibration
19390,3497,78,30,Bad,Tyre wearout and Engine Failure
792,1584,92,95,Bad,High Pressure and High Vibration
10659,1721,-19,127,Bad,High Pressure and High Vibration
15982,3204,90,30,Bad,Tyre wearout and Engine Failure
11536,4951,105,29,Bad,Tyre wearout and Engine Failure
16955,2425,113,130,Bad,Your tyre is completely in bad condition
2799,2991,36,68,Bad,High Pressure and High Vibration
2328,3002,-17,100,Bad,High Pressure and High Vibration
6923,2905,4,32,Bad,High vibration
10977,2703,-9,104,Bad,High Pressure and High Vibration
11113,4328,-35,77,Bad,High Pressure and High Vibration
15738,3313,-16,22,Bad,Tyre wearout and Engine Failure
15567,3245,30,35,Bad,Tyre wearout and Engine Failure
4338,2895,44,77,Bad,High Pressure and High Vibration
5175,2201,29,30,Bad,High vibration
3711,2519,53,42,Bad,High Pressure and High Vibration
1328,4264,74,118,Bad,High Pressure and High Vibration
4296,4230,62,94,Bad,High Pressure and High Vibration
14349,1725,-11,46,Bad,High Pressure and High Vibration
5711,3844,69,49,Bad,High Pressure and High Vibration
11016,4019,26,106,Bad,High Pressure and High Vibration
11836,1064,-7,57,Bad,High Pressure and High Vibration
7696,3936,-23,100,Bad,High Pressure and High Vibration
19430,2859,54,41,Bad,High Pressure and High Vibration
4904,4607,0,90,Bad,High Pressure and High Vibration
1112,3589,25,71,Bad,High Pressure and High Vibration
16137,599,78,88,Bad,High pressure
6397,4858,69,53,Bad,High Pressure and High Vibration
10786,4409,0,114,Bad,High Pressure and High Vibration
17984,3405,94,34,Bad,Tyre wearout and Engine Failure
6877,807,24,122,Bad,High pressure
4591,2497,-2,102,Bad,High Pressure and High Vibration
13261,2527,103,65,Bad,Your tyre is completely in bad condition
12854,3913,106,104,Bad,Your tyre is completely in bad condition
654,87,39,65,Bad,High pressure
15569,4026,-22,64,Bad,High Pressure and High Vibration
498,3859,38,97,Bad,High Pressure and High Vibration
2378,185,-21,121,Bad,Tyre Bursting
821,1984,88,102,Bad,High Pressure and High Vibration
6420,4944,85,108,Bad,High Pressure and High Vibration
1455,4611,-25,85,Bad,High Pressure and High Vibration
11655,40,70,52,Bad,High pressure
7280,2392,-20,17,Bad,Tyre blowout
18511,560,28,28,Bad,High rpm
10709,1304,2,47,Bad,High Pressure and High Vibration
3522,3083,6,31,Bad,Tyre Bursting
4724,2801,68,102,Bad,High Pressure and High Vibration
1201,805,99,72,Bad,Tyre Bursting
10610,4317,38,24,Bad,Tyre wearout and Engine Failure
16954,4528,120,106,Bad,Your tyre is completely in bad condition
683,2900,-13,83,Bad,High Pressure and High Vibration
1809,3470,-4,94,Bad,High Pressure and High Vibration
14179,314,86,31,Bad,High rpm
7111,669,-10,99,Bad,High pressure
9339,327,-12,114,Bad,High pressure
10335,4477,25,83,Bad,High Pressure and High Vibration
19376,4234,56,55,Bad,High Pressure and High Vibration
9859,2881,-6,63,Bad,High Pressure and High Vibration
17053,4379,5,106,Bad,High Pressure and High Vibration
15614,5,-38,77,Bad,High pressure
9930,3793,116,107,Bad,High Pressure and High Vibration
15291,2516,66,67,Bad,High Pressure and High Vibration
10771,3359,110,45,Bad,Your tyre is completely in bad condition
4022,1368,12,111,Bad,High Pressure and High Vibration
8023,2558,14,67,Bad,High Pressure and High Vibration
3019,4251,102,92,Bad,High Pressure and High Vibration
10162,2811,-23,96,Bad,High Pressure and High Vibration
3625,4285,-8,44,Bad,High Pressure and High Vibration
19267,1497,109,90,Bad,Your tyre is completely in bad condition
7776,2894,-11,63,Bad,High Pressure and High Vibration
2381,2899,52,86,Bad,High Pressure and High Vibration
19125,3278,49,68,Bad,High Pressure and High Vibration
14742,4198,60,106,Bad,High Pressure and High Vibration
10952,4790,2,35,Bad,Tyre wearout and Engine Failure
3039,169,2,68,Bad,Tyre Bursting
3087,3657,91,107,Bad,High Pressure and High Vibration
9448,3461,76,110,Bad,High Pressure and High Vibration
134,4361,19,26,Bad,Low pressure
14854,3916,-6,53,Bad,High Pressure and High Vibration
3828,223,7,129,Bad,High pressure
3182,760,63,99,Bad,High pressure
10892,4120,55,92,Bad,High Pressure and High Vibration
5249,1557,73,110,Bad,High Pressure and High Vibration
10170,426,81,122,Bad,High pressure
18802,2704,61,24,Bad,Tyre wearout and Engine Failure
19392,1285,120,106,Bad,Your tyre is completely in bad condition
5541,647,99,122,Bad,Tyre Bursting
11794,3054,18,53,Bad,High Pressure and High Vibration
12358,1980,36,42,Bad,High Pressure and High Vibration
8506,3133,-14,43,Bad,High Pressure and High Vibration
2059,3047,90,115,Bad,High Pressure and High Vibration
301,4052,102,109,Bad,High Pressure and High Vibration
1723,3071,85,40,Bad,High Pressure and High Vibration
3028,3734,61,98,Bad,High Pressure and High Vibration
4619,319,53,120,Bad,High pressure
11862,4404,101,72,Bad,Your tyre is completely in bad condition
16849,3376,98,116,Bad,Your tyre is completely in bad condition
17897,808,33,111,Bad,High pressure
17693,2229,15,31,Bad,Tyre wearout and Engine Failure
8586,4633,52,84,Bad,High Pressure and High Vibration
4205,2739,71,114,Bad,High Pressure and High Vibration
16078,2468,112,121,Bad,Your tyre is completely in bad condition
17934,847,-25,84,Bad,High pressure
13510,3402,-32,110,Bad,High Pressure and High Vibration
17626,1360,-8,70,Bad,High Pressure and High Vibration
18823,2213,89,125,Bad,High Pressure and High Vibration
1456,1576,15,89,Bad,High Pressure and High Vibration
3167,2590,86,53,Bad,High Pressure and High Vibration
11428,4488,51,94,Bad,High Pressure and High Vibration
2782,3336,24,127,Bad,High Pressure and High Vibration
14927,1020,72,63,Bad,High Pressure and High Vibration
5233,4764,48,63,Bad,High Pressure and High Vibration
2986,3877,42,21,Bad,Low pressure
17023,381,86,51,Bad,High pressure
14265,4701,33,52,Bad,High Pressure and High Vibration
13484,2043,70,94,Bad,High Pressure and High Vibration
3649,1849,114,105,Bad,High Pressure and High Vibration
13483,2152,120,71,Bad,Your tyre is completely in bad condition
14319,561,-38,78,Bad,High pressure
17537,537,-32,18,Bad,Tyre blowout
4338,1126,20,88,Bad,High Pressure and High Vibration
16701,981,-2,91,Bad,High pressure
11871,3450,17,80,Bad,High Pressure and High Vibration
16530,3672,70,106,Bad,High Pressure and High Vibration
10675,3998,-3,63,Bad,High Pressure and High Vibration
18035,4955,13,65,Bad,High Pressure and High Vibration
1673,3255,40,18,Bad,Low pressure
6445,1692,119,30,Bad,Tyre Bursting
15628,2464,86,21,Bad,Tyre wearout and Engine Failure
14451,2985,11,84,Bad,High Pressure and High Vibration
12674,4336,26,34,Bad,Tyre wearout and Engine Failure
5871,1886,35,25,Bad,Low pressure
13457,241,-23,82,Bad,High pressure
3048,789,28,37,Bad,High pressure
14017,226,30,99,Bad,High pressure
10818,2497,87,49,Bad,High Pressure and High Vibration
10970,3464,19,92,Bad,High Pressure and High Vibration
15588,4535,116,50,Bad,Your tyre is completely in bad condition
8050,609,80,97,Bad,High pressure
9173,1266,100,17,Bad,Tyre Bursting
15352,3673,66,14,Bad,Tyre wearout and Engine Failure
540,1276,-35,23,Bad,"Due to lower values, tyre is in bad condition"
4410,3491,-2,67,Bad,High Pressure and High Vibration
5387,2824,-30,21,Bad,Tyre blowout
11914,3619,112,33,Bad,Tyre wearout and Engine Failure
10211,1309,-32,113,Bad,High Pressure and High Vibration
19906,1250,5,65,Bad,High Pressure and High Vibration
5929,4744,118,125,Bad,High Pressure and High Vibration
16785,4026,93,84,Bad,Your tyre is completely in bad condition
16427,4561,-39,119,Bad,High Pressure and High Vibration
2157,2464,56,83,Bad,High Pressure and High Vibration
9954,3615,96,130,Bad,High Pressure and High Vibration
4705,1683,55,100,Bad,High Pressure and High Vibration
11170,1514,-38,119,Bad,High Pressure and High Vibration
5958,12,65,87,Bad,High pressure
1308,2279,23,63,Bad,High Pressure and High Vibration
10071,1169,17,120,Bad,High Pressure and High Vibration
14754,3534,115,64,Bad,Your tyre is completely in bad condition
15030,1535,-39,130,Bad,High Pressure and High Vibration
19758,4202,96,90,Bad,Your tyre is completely in bad condition
13933,2943,73,119,Bad,High Pressure and High Vibration
18302,4285,87,35,Bad,Tyre wearout and Engine Failure
7965,2579,79,34,Bad,High vibration
801,369,-27,28,Bad,Tyre Bursting
13797,2747,-15,77,Bad,High Pressure and High Vibration
11511,1042,5,58,Bad,High Pressure and High Vibration
5694,3762,60,36,Bad,High Pressure and High Vibration
19847,2228,26,21,Bad,Tyre wearout and Engine Failure
3813,3975,74,79,Bad,High Pressure and High Vibration
19627,1879,-5,118,Bad,High Pressure and High Vibration
7519,4288,101,64,Bad,High Pressure and High Vibration
4440,1458,-1,39,Bad,High Pressure and High Vibration
7559,4245,33,107,Bad,High Pressure and High Vibration
12105,688,117,67,Bad,RPM and Temperature are high
3035,424,99,21,Bad,Low pressure
12518,1122,-9,112,Bad,High Pressure and High Vibration
17043,2892,-19,107,Bad,High Pressure and High Vibration
12830,1938,41,93,Bad,High Pressure and High Vibration
10030,1569,-8,50,Bad,High Pressure and High Vibration
11122,1696,-12,84,Bad,High Pressure and High Vibration
11638,4297,47,48,Bad,High Pressure and High Vibration
566,292,91,117,Bad,Tyre Bursting
2960,1517,31,68,Bad,High Pressure and High Vibration
4847,3949,71,82,Bad,High Pressure and High Vibration
16182,1788,-5,16,Bad,Tyre wearout and Engine Failure
4050,2927,35,86,Bad,High Pressure and High Vibration
10980,2407,-23,124,Bad,High Pressure and High Vibration
19312,4439,15,57,Bad,High Pressure and High Vibration
12197,2302,78,31,Bad,Tyre wearout and Engine Failure
10895,4554,50,23,Bad,Tyre wearout and Engine Failure
5180,3860,42,58,Bad,High Pressure and High Vibration
2309,2747,107,15,Bad,Tyre Bursting
11678,1350,58,42,Bad,High Pressure and High Vibration
63,1562,95,102,Bad,High Pressure and High Vibration
6510,843,-15,14,Bad,Tyre blowout
17483,3411,53,89,Bad,High Pressure and High Vibration
19490,4657,25,80,Bad,High Pressure and High Vibration
3088,2247,31,82,Bad,High Pressure and High Vibration
839,2239,16,113,Bad,High Pressure and High Vibration
12588,3909,-22,109,Bad,High Pressure and High Vibration
5950,28,106,97,Bad,Tyre Bursting
15168,1856,-14,91,Bad,High Pressure and High Vibration
12786,626,80,90,Bad,High pressure
12814,4932,112,16,Bad,Tyre wearout and Engine Failure
14713,4065,18,46,Bad,High Pressure and High Vibration
3449,355,57,99,Bad,High pressure
11213,3346,87,74,Bad,High Pressure and High Vibration
13092,3134,50,82,Bad,High Pressure and High Vibration
2458,4760,28,78,Bad,High Pressure and High Vibration
9405,2418,11,117,Bad,High Pressure and High Vibration
15924,551,-23,40,Bad,High pressure
7945,1036,-10,118,Bad,High Pressure and High Vibration
10237,2511,74,75,Bad,High Pressure and High Vibration
396,3564,-7,126,Bad,High Pressure and High Vibration
2221,1272,106,65,Bad,High Pressure and High Vibration
165,2375,36,24,Bad,Low pressure
12267,2031,98,120,Bad,Your tyre is completely in bad condition
8981,4344,80,18,Bad,Low pressure
16079,2378,60,87,Bad,High Pressure and High Vibration
3023,310,35,109,Bad,High pressure
15637,2932,-25,92,Bad,High Pressure and High Vibration
18106,4126,48,14,Bad,Tyre wearout and Engine Failure
11201,4693,-4,94,Bad,High Pressure and High Vibration
1246,4509,87,74,Bad,High Pressure and High Vibration
12379,1497,119,82,Bad,Your tyre is completely in bad condition
2990,3158,81,118,Bad,High Pressure and High Vibration
13875,3477,0,75,Bad,High Pressure and High Vibration
10763,4116,91,79,Bad,Your tyre is completely in bad condition
5877,1096,12,74,Bad,High Pressure and High Vibration
16942,3797,3,62,Bad,High Pressure and High Vibration
12369,958,-30,46,Bad,High pressure
11335,3829,117,116,Bad,Your tyre is completely in bad condition
499,2645,18,57,Bad,High Pressure and High Vibration
15012,3048,67,43,Bad,High Pressure and High Vibration
4811,1185,119,43,Bad,High Pressure and High Vibration
16246,3967,-29,118,Bad,High Pressure and High Vibration
2464,2650,112,70,Bad,High Pressure and High Vibration
9821,971,102,51,Bad,Tyre Bursting
18093,3430,-4,73,Bad,High Pressure and High Vibration
17146,1430,65,62,Bad,High Pressure and High Vibration
2718,2819,7,17,Bad,Low pressure
1045,4632,-32,122,Bad,High Pressure and High Vibration
19914,4138,15,30,Bad,Tyre wearout and Engine Failure
7824,527,17,26,Bad,Low pressure
17255,4590,21,74,Bad,High Pressure and High Vibration
16905,4634,-14,101,Bad,High Pressure and High Vibration
3754,317,16,108,Bad,High pressure
955,313,7,128,Bad,High pressure
13765,110,55,65,Bad,High pressure
4025,3822,-38,38,Bad,High Pressure and High Vibration
457,556,-17,129,Bad,Tyre Bursting
10097,4067,53,37,Bad,High Pressure and High Vibration
15685,1825,1,69,Bad,High Pressure and High Vibration
12642,3940,42,96,Bad,High Pressure and High Vibration
75,1451,60,62,Bad,High Pressure and High Vibration
